key,description,en,ro_auto,fr_auto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descripton.1,,"Discover the Full Bafang Catalog
Explore our complete selection of Bafang products, a global leader in electric mobility solutions. From high-performance mid-drive motors and hub motors to advanced batteries, displays, sensors, and accessories, our catalog brings together everything you need to upgrade, repair, or build your e-bike with trusted Bafang quality.
Whether you’re a commuter, mountain biker, DIY builder, or professional installer, Bafang offers reliable, efficient, and durable components designed for smooth power delivery and an exceptional riding experience. Browse the entire collection and find the perfect parts to boost performance, enhance comfort, and enjoy the freedom of electric cycling.
","Descoperiți catalogul complet Bafang
Explorați selecția noastră completă de produse Bafang, lider global în soluții de mobilitate electrică. De la motoare de înaltă performanță cu acționare centrală și motoare cu butuc, până la baterii avansate, afișaje, senzori și accesorii, catalogul nostru reunește tot ce aveți nevoie pentru a vă actualiza, repara sau construi bicicleta electrică cu o calitate Bafang de încredere.

Fie că sunteți navetist, ciclist de munte, constructor DIY sau instalator profesionist, Bafang oferă componente fiabile, eficiente și durabile, concepute pentru o livrare lină a puterii și o experiență excepțională de condus. Răsfoiți întreaga colecție și găsiți piesele perfecte pentru a crește performanța, a spori confortul și a vă bucura de libertatea ciclismului electric.
","Les perceuses Makita offrent une puissance, une précision et une durabilité exceptionnelles, aussi bien pour les professionnels que pour les bricoleurs. Dotées de moteurs sans balais de pointe, de poignées ergonomiques et de batteries longue durée, elles garantissent un perçage efficace du bois, du métal et de la maçonnerie. Que ce soit pour la construction, la rénovation ou les travaux du quotidien, les perceuses Makita offrent fiabilité et confort d'utilisation, ce qui en fait des outils indispensables à toute boîte à outils.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descripton.2,,"Explore our complete selection of Bafang products, a global leader in electric mobility solutions. From high-performance mid-drive motors and hub motors to advanced batteries, displays, sensors, and accessories, our catalog brings together everything you need to upgrade, repair, or build your e-bike with trusted Bafang quality.","Explorează selecția noastră completă de produse Bafang, lider global în soluții de mobilitate electrică. De la motoare de înaltă performanță cu acționare centrală și motoare cu butuc, până la baterii avansate, afișaje, senzori și accesorii, catalogul nostru reunește tot ce ai nevoie pentru a-ți actualiza, repara sau construi bicicleta electrică cu o calitate Bafang de încredere.","Les meuleuses d'angle Makita sont conçues pour les travaux de découpe, de meulage et de polissage les plus exigeants. Dotées de moteurs haute performance, de systèmes de refroidissement optimisés et de dispositifs de sécurité tels que le démarrage progressif et la protection contre les surcharges, elles offrent un fonctionnement fluide et précis. Idéales pour la métallurgie, la construction et la fabrication, les meuleuses Makita garantissent une grande durabilité et la précision nécessaire pour travailler sans effort les matériaux les plus résistants.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descripton.3,,"Whether you’re a commuter, mountain biker, DIY builder, or professional installer, Bafang offers reliable, efficient, and durable components designed for smooth power delivery and an exceptional riding experience. Browse the entire collection and find the perfect parts to boost performance, enhance comfort, and enjoy the freedom of electric cycling.","Indiferent dacă ești navetist, ciclist montan, constructor DIY sau instalator profesionist, Bafang oferă componente fiabile, eficiente și durabile, concepute pentru o livrare lină a puterii și o experiență excepțională de condus. Răsfoiește întreaga colecție și găsește piesele perfecte pentru a îmbunătăți performanța, a spori confortul și a te bucura de libertatea ciclismului electric.","Les batteries lithium Makita offrent une puissance exceptionnelle, une autonomie prolongée et une charge rapide pour garantir des performances optimales de tous vos outils. Dotées d'une technologie de protection avancée, elles préviennent la surchauffe et prolongent leur durée de vie. Légères et compatibles avec une large gamme d'outils sans fil Makita, ces batteries fournissent une énergie constante et une grande fiabilité, assurant une productivité continue sur tous vos chantiers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descripton.4,,"Makita’s additional tools and accessories include saws, sanders, blowers, chargers, and more—each designed with the same commitment to innovation and durability. These products enhance productivity and provide versatile solutions for construction, woodworking, and maintenance tasks. With reliable performance and ergonomic designs, Makita’s accessory range completes any professional or home workshop.","Uneltele și accesoriile suplimentare Makita includ ferăstraie, șlefuitoare, suflante, încărcătoare și multe altele - fiecare proiectat cu același angajament față de inovație și durabilitate. Aceste produse sporesc productivitatea și oferă soluții versatile pentru sarcini de construcție, prelucrare a lemnului și întreținere. Cu performanțe fiabile și designuri ergonomice, gama de accesorii Makita completează orice atelier profesional sau de acasă.","La gamme d'outils et d'accessoires Makita comprend des scies, des ponceuses, des souffleurs, des chargeurs et bien plus encore, tous conçus avec le même souci d'innovation et de durabilité. Ces produits optimisent la productivité et offrent des solutions polyvalentes pour les travaux de construction, de menuiserie et d'entretien. Grâce à leurs performances fiables et à leur conception ergonomique, les accessoires Makita complètent parfaitement tout atelier, professionnel ou amateur.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
descripton.5,,test description 5,descrierea testului 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.title.menu.1,,"Bafang Catalog – Motors, Batteries & E-Bike Parts","Catalog Bafang – Motoare, Baterii și Piese pentru Biciclete Electrice",Perceuses Makita – Outils sans fil puissants et fiables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.title.menu.2,,Makita Angle Grinders – Cutting & Grinding Performance,Polizoare unghiulare Makita – Performanță de tăiere și șlefuire,Meuleuses d'angle Makita – Performances de coupe et de meulage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.title.menu.3,,Makita Lithium Batteries – Long-Lasting Power,Baterii litiu Makita – Putere de lungă durată,Batteries au lithium Makita – Une puissance longue durée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.title.menu.4,,Makita Tools & Accessories – Complete Your Kit,Unelte și accesorii Makita – Completează-ți setul,Outils et accessoires Makita – Complétez votre kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.title.menu.5,,Bafang official store,Magazin oficial Bafang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.des.menu.1,,"Explore the full Bafang catalog: e-bike motors, batteries, displays, sensors, and accessories. Premium components for upgrades, repairs, and DIY electric bikes.","Explorează catalogul complet Bafang: motoare, baterii, afișaje, senzori și accesorii pentru biciclete electrice. Componente premium pentru upgrade-uri, reparații și biciclete electrice DIY.","Découvrez les perceuses Makita, conçues pour la précision, la puissance et la durabilité. Idéales pour les professionnels et les bricoleurs, elles sont équipées de moteurs sans balais et de batteries longue durée.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.des.menu.2,,"Discover Makita angle grinders designed for tough cutting and grinding tasks. High performance, safety features, and long-lasting durability.","Descoperiți polizoarele unghiulare Makita concepute pentru sarcini dificile de tăiere și șlefuire. Performanță ridicată, caracteristici de siguranță și durabilitate de lungă durată.","Découvrez les meuleuses d'angle Makita, conçues pour les travaux de découpe et de meulage les plus exigeants. Haute performance, sécurité renforcée et grande durabilité.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.des.menu.3,,"Find Makita lithium batteries offering extended runtime, fast charging, and reliability. Compatible with a wide range of Makita tools.","Găsiți bateriile litiu Makita care oferă o autonomie extinsă, încărcare rapidă și fiabilitate. Compatibile cu o gamă largă de unelte Makita.","Découvrez les batteries lithium Makita offrant une autonomie prolongée, une charge rapide et une grande fiabilité. Compatibles avec une large gamme d'outils Makita.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.des.menu.4,,"Explore Makita accessories including saws, sanders, chargers, and more. Durable, efficient tools to support every professional task.","Explorați accesoriile Makita, inclusiv ferăstraie, șlefuitoare, încărcătoare și multe altele. Unelte durabile și eficiente pentru a susține fiecare sarcină profesională.","Découvrez les accessoires Makita, notamment les scies, les ponceuses, les chargeurs et bien plus encore. Des outils robustes et performants pour vous accompagner dans toutes vos tâches professionnelles.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meta.des.menu.5,,"Explore Bafang accessories including saws, sanders, chargers, and more. Durable, efficient tools to support every professional task.","Explorează accesoriile Bafang, inclusiv ferăstraie, șlefuitoare, încărcătoare și multe altele. Unelte durabile și eficiente pentru a susține fiecare sarcină profesională.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Footer,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footer.link.home,Lien footer Accueil,Home,Acasă,Maison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footer.link.sitemap,Lien footer Plan du site,Site map,Harta site-ului,Plan du site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footer.link.conditions,Lien footer Conditions,Terms of Use,Termeni de utilizare,Conditions d'utilisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footer.link.mentions,Lien footer Mentions légales,Legal notice,Aviz legal,Avis juridique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footer.link.policy,Lien footer Politique,Privacy Policy,Politica de confidențialitate,politique de confidentialité,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
footer.link.aboutus,Lien footer about us,About us,Despre noi,À propos de nous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.conditions.title,Titre page Conditions d'utilisation,Terms of Use - AliExpress Affiliate Makita Program,Termeni de utilizare - Programul de afiliere Makita de la AliExpress,Conditions d'utilisation - Programme d'affiliation AliExpress Makita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.mentions.title,Titre page Mentions légales,Legal Notice - AliExpress Affiliate Program,Notă legală - Programul de afiliere AliExpress,Mentions légales - Programme d'affiliation AliExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.policy.title,Titre page Politique de confidentialité,Privacy Policy - AliExpress Affiliate Program,Politica de confidențialitate - Programul de afiliere AliExpress,Politique de confidentialité - Programme d'affiliation AliExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.aboutus.title,Titre page about us,About us – BAFANG,Despre noi – BAFANG,À propos de nous – MAKITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.conditions.meta.description,Description SEO Conditions,AliExpress Affiliate Site Terms of Use,Termeni de utilizare a site-ului afiliat AliExpress,Conditions d'utilisation du site affilié AliExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.mentions.meta.description,Description SEO Mentions légales,Legal notices for the AliExpress affiliate website,Mențiuni legale pentru site-ul web afiliat AliExpress,Mentions légales du site affilié AliExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.policy.meta.description,Description SEO Politique,AliExpress Affiliate Site Privacy Policy,Politica de confidențialitate a site-ului afiliat AliExpress,Politique de confidentialité du site affilié AliExpress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.aboutus.meta.description,Description SEO About us,Learn about Makita: A global leader in professional power tools since 1915. Discover our LXT® cordless technology and durable tools for professionals.,Aflați despre Makita: Lider global în domeniul sculelor electrice profesionale din 1915. Descoperiți tehnologia noastră fără fir LXT® și sculele durabile pentru profesioniști.,Découvrez Makita : leader mondial des outils électroportatifs professionnels depuis 1915. Découvrez notre technologie sans fil LXT® et nos outils durables conçus pour les professionnels.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.conditions.content,Contenu de la page conditions,"Terms of Use Last updated: 2024 1. Acceptance of Terms By accessing and using this website, you agree to be bound by these terms of use. If you do not agree to these terms, please do not use this site. 2. Description of Service This site is an affiliate site that provides links to products available on AliExpress. We do not sell the products directly, but earn a commission on sales made through our affiliate links. 3. Affiliate Links All links to AliExpress are affiliate links. By clicking on these links and making a purchase, we may receive a commission at no additional cost to you. 4. Liability We are not responsible for the quality, availability, or delivery of products sold on AliExpress. All disputes concerning products must be resolved directly with AliExpress or the seller. 5. Intellectual Property The content of this site, including text, images, and logos, is protected by intellectual property laws. Any unauthorized reproduction is prohibited. 6. Modifications We reserve the right to modify these terms of use at any time. Modifications will take effect immediately upon their posting on the website. 7. Contact For any questions regarding these terms of use, you can contact us at: contact@evanstudio.com","Termeni de utilizare Ultima actualizare: 2024 1. Acceptarea termenilor Prin accesarea și utilizarea acestui site web, sunteți de acord să respectați acești termeni de utilizare. Dacă nu sunteți de acord cu acești termeni, vă rugăm să nu utilizați acest site. 2. Descrierea serviciului Acest site este un site afiliat care oferă link-uri către produse disponibile pe AliExpress. Nu vindem produsele direct, dar câștigăm un comision din vânzările realizate prin link-urile noastre de afiliere. 3. Link-uri de afiliere Toate link-urile către AliExpress sunt link-uri de afiliere. Dând clic pe aceste link-uri și efectuând o achiziție, este posibil să primim un comision fără costuri suplimentare pentru dvs. 4. Răspundere Nu suntem responsabili pentru calitatea, disponibilitatea sau livrarea produselor vândute pe AliExpress. Toate litigiile privind produsele trebuie rezolvate direct cu AliExpress sau cu vânzătorul. 5. Proprietatea intelectuală Conținutul acestui site, inclusiv textul, imaginile și siglele, este protejat de legile privind proprietatea intelectuală. Orice reproducere neautorizată este interzisă. 6. Modificări Ne rezervăm dreptul de a modifica acești termeni de utilizare în orice moment. Modificările vor intra în vigoare imediat după publicarea lor pe site. 7. Contact Pentru orice întrebări legate de acești termeni de utilizare, ne puteți contacta la: contact@evanstudio.com","Conditions d'utilisation Dernière mise à jour : 2024 1. Acceptation des conditions En accédant à ce site Web et en l'utilisant, vous acceptez d'être lié par les présentes conditions d'utilisation. Si vous n'acceptez pas ces conditions, veuillez ne pas utiliser ce site. 2. Description du service Ce site est un site affilié qui fournit des liens vers des produits disponibles sur AliExpress. Nous ne vendons pas les produits directement, mais percevons une commission sur les ventes réalisées via nos liens d'affiliation. 3. Liens d'affiliation Tous les liens vers AliExpress sont des liens d'affiliation. En cliquant sur ces liens et en effectuant un achat, nous pouvons recevoir une commission sans frais supplémentaires pour vous. 4. Responsabilité Nous ne sommes pas responsables de la qualité, de la disponibilité ou de la livraison des produits vendus sur AliExpress. Tout litige concernant les produits doit être résolu directement avec AliExpress ou le vendeur. 5. Propriété intellectuelle Le contenu de ce site, y compris les textes, les images et les logos, est protégé par les lois sur la propriété intellectuelle. Toute reproduction non autorisée est interdite. 6. Modifications Nous nous réservons le droit de modifier les présentes conditions d'utilisation à tout moment. Les modifications entreront en vigueur immédiatement après leur publication sur le site Web. 7. Contact Pour toute question concernant les présentes conditions d'utilisation, vous pouvez nous contacter à l'adresse suivante : contact@evanstudio.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
legal.mentions.content,Contenu de la page mentions,"<p>Last updated: 2024</p>

<h2>1. Website Publisher</h2>
<ul>
    <li>Company name: EVAN STUDIO CO.LTD</li>
    <li>Email: contact@evanstudio.net</li>
</ul>

<h2>2. Publication Director</h2>
<p>EVAN STUDIO CO.LTD (Director and Owner)</p>

<h2>3. Hosting</h2>
<ul>
    <li>Host: Cloudflare</li>
    <li>Address: 101 Townsend St, San Francisco, CA 94107, USA</li>
</ul>

<h2>4. Intellectual Property</h2>
<p>This entire website is governed by French and international legislation on copyright and intellectual property. All rights of reproduction are reserved, including for downloadable documents and iconographic and photographic representations. Reproduction of all or part of this website on any electronic medium whatsoever is strictly prohibited without the express authorization of the publication director.</p>

<h2>5. Protection of Personal Data</h2>
<p>In accordance with the French Data Protection Act of 6 January 1978, as amended, and the General Data Protection Regulation (GDPR), you have the right to access, rectify, erase, and object to the processing of your personal data. To exercise this right, you can contact us at: contact@alxgroup.com</p>

<h2>6. External Links</h2>
<p>This site contains links to external websites. We are not responsible for the content of these external websites or their privacy policies.</p>

<h2>7. Cookies</h2>
<p>This site may use cookies to improve the user experience. For more information, please see our <a href=""https://policies.google.com/privacy?hl=en-US"">Privacy Policy</a>.</p>

<h2>8. Contact</h2>
<p>For any questions regarding these legal notices, you can contact us at: contact@evanstudio.com</p>","<p>Ultima actualizare: 2024</p>

<h2>1. Editorul site-ului web</h2>
<ul>
<li>Numele companiei: EVAN STUDIO CO.LTD</li>
<li>E-mail: contact@evanstudio.net</li>
</ul>

<h2>2. Director de publicație</h2>
<p>EVAN STUDIO CO.LTD (Director și proprietar)</p>

<h2>3. Găzduire</h2>
<ul>
<li>Găzduire: Cloudflare</li>
<li>Adresă: 101 Townsend St, San Francisco, CA 94107, SUA</li>
</ul>

<h2>4. Proprietate intelectuală</h2>
<p>Întregul site web este guvernat de legislația franceză și internațională privind drepturile de autor și proprietatea intelectuală. Toate drepturile de reproducere sunt rezervate, inclusiv pentru documentele descărcabile și reprezentările iconografice și fotografice. Reproducerea integrală sau parțială a acestui site web pe orice suport electronic este strict interzisă fără autorizația expresă a directorului publicației.</p>

<h2>5. Protecția datelor cu caracter personal</h2>
<p>În conformitate cu Legea franceză privind protecția datelor din 6 ianuarie 1978, cu modificările ulterioare, și cu Regulamentul general privind protecția datelor (RGPD), aveți dreptul de a accesa, rectifica, șterge și de a vă opune prelucrării datelor dumneavoastră cu caracter personal. Pentru a exercita acest drept, ne puteți contacta la adresa: contact@alxgroup.com</p>

<h2>6. Linkuri externe</h2>
<p>Acest site conține linkuri către site-uri web externe. Nu suntem responsabili pentru conținutul acestor site-uri web externe sau pentru politicile lor de confidențialitate.</p>

<h2>7. Cookie-uri</h2>
<p>Acest site poate utiliza cookie-uri pentru a îmbunătăți experiența utilizatorului. Pentru mai multe informații, vă rugăm să consultați <a href=""https://policies.google.com/privacy?hl=en-US"">Politica noastră de confidențialitate</a>.</p>

<h2>8. Contact</h2>
<p>Pentru orice întrebări legate de aceste notificări legale, ne puteți contacta la: contact@evanstudio.com</p>","<p>Dernière mise à jour : 2024</p>

<h2>1. Éditeur du site web</h2>

<ul>

<li>Nom de l’entreprise : EVAN STUDIO CO.LTD</li>

<li>Courriel : contact@evanstudio.net</li>

</ul>

<h2>2. Directeur de la publication</h2>

<p>EVAN STUDIO CO.LTD (Directeur et propriétaire)</p>

<h2>3. Hébergement</h2>

<ul>
<li>Hébergeur : Cloudflare</li>

<li>Adresse : 101 Townsend St, San Francisco, CA 94107, États-Unis</li>

</ul>

<h2>4. Propriété intellectuelle</h2>

<p>L’intégralité de ce site web est protégée par la législation française et internationale sur le droit d’auteur et la propriété intellectuelle. Tous les droits de reproduction sont réservés, y compris pour les documents téléchargeables et les représentations iconographiques et photographiques. La reproduction de tout ou partie de ce site web sur quelque support électronique que ce soit est strictement interdite sans l'autorisation expresse du directeur de la publication.

5. Protection des données personnelles

Conformément à la loi Informatique et Libertés du 6 janvier 1978 modifiée et au Règlement général sur la protection des données (RGPD), vous disposez d'un droit d'accès, de rectification, d'effacement et d'opposition au traitement de vos données personnelles. Pour exercer ce droit, vous pouvez nous contacter à l'adresse : contact@alxgroup.com

6. Liens externes

Ce site contient des liens vers des sites web externes. Nous ne sommes pas responsables du contenu de ces sites ni de leurs politiques de confidentialité.

7. Cookies

Ce site peut utiliser des cookies afin d'améliorer votre expérience utilisateur. Pour plus d'informations, veuillez consulter notre <a href=""https://policies.google.com/privacy?hl=en-US"">Politique de confidentialité</a>.</p>

<h2>8. Contact</h2>

<p>Pour toute question concernant ces mentions légales, vous pouvez nous contacter à l'adresse : contact@evanstudio.com</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
