key,description,en,fr_auto
descripton.3,,"Discover reliable gear designed to support every ride, from daily commutes to long-distance adventures. Our selection includes practical and affordable equipment and accessories focused on comfort, safety, and performance. Sourced directly from manufacturers, these products offer excellent value and durability. Whether you ride for leisure, training, or exploration, you’ll find everything you need to enjoy cycling with confidence—without paying premium prices.","Découvrez un équipement fiable conçu pour vous accompagner dans toutes vos sorties, des trajets quotidiens aux longues aventures. Notre sélection comprend des équipements et accessoires pratiques et abordables, axés sur le confort, la sécurité et la performance. Provenant directement des fabricants, ces produits offrent un excellent rapport qualité-prix et une grande durabilité. Que vous pratiquiez le vélo pour le plaisir, l'entraînement ou l'exploration, vous trouverez tout ce dont vous avez besoin pour profiter pleinement du cyclisme en toute confiance, sans vous ruiner."
descripton.4,,"Enjoy every round with reliable equipment and accessories designed for precision, comfort, and performance on the course. Our selection focuses on practical and affordable gear suitable for practice and play. Sourced directly from manufacturers, these products deliver excellent value while supporting consistency and control. Whether you are improving your swing or enjoying a casual game, you’ll find the essentials to play with confidence—without paying premium prices.","Profitez pleinement de chaque partie grâce à un équipement fiable et des accessoires conçus pour la précision, le confort et la performance sur le parcours. Notre sélection se concentre sur du matériel pratique et abordable, idéal pour l'entraînement et la compétition. Provenant directement des fabricants, ces produits offrent un excellent rapport qualité-prix tout en favorisant la régularité et le contrôle. Que vous souhaitiez améliorer votre swing ou simplement jouer une partie amicale, vous trouverez tout le nécessaire pour jouer en toute confiance, sans vous ruiner."
descripton.5,,"Discover a range of fun and engaging products designed to enhance leisure time for all ages. Our selection includes practical and affordable items for indoor and outdoor enjoyment, perfect for relaxing moments, games, and social activities. Sourced directly from manufacturers, these products focus on simplicity, durability, and value, helping you enjoy everyday entertainment without paying premium prices.","Découvrez une gamme de produits ludiques et attrayants conçus pour agrémenter les loisirs de tous âges. Notre sélection comprend des articles pratiques et abordables pour profiter du plein air et se détendre, jouer et partager des moments conviviaux. Provenant directement des fabricants, ces produits privilégient la simplicité, la durabilité et un excellent rapport qualité-prix, vous permettant ainsi de vous divertir au quotidien sans vous ruiner."
descripton.6,,"Prepare for the outdoors with reliable gear designed for comfort, safety, and practicality on every adventure. Our selection includes affordable equipment and accessories suited for camping trips and hiking excursions. Sourced directly from manufacturers, these products focus on durability, lightweight design, and ease of use. Whether exploring trails or spending nights in nature, you’ll find essential gear to enjoy the outdoors with confidence—without paying premium prices.

","Préparez-vous pour vos aventures en plein air avec un équipement fiable, conçu pour votre confort, votre sécurité et sa praticité. Notre sélection comprend des équipements et accessoires abordables, parfaits pour le camping et la randonnée. Provenant directement des fabricants, ces produits privilégient la durabilité, la légèreté et la facilité d'utilisation. Que vous exploriez des sentiers ou passiez la nuit en pleine nature, vous trouverez l'équipement essentiel pour profiter pleinement du grand air en toute sérénité, sans vous ruiner.

"
,,,#VALUE!
meta.title.menu.1,,"Fitness Equipment & Training Gear at Factory Prices | Sport4All
","Équipement de fitness et matériel d'entraînement à prix d'usine | Sport4All
"
meta.title.menu.2,,"Water Sports Gear & Accessories at Factory Prices | Sport4All
","Équipement et accessoires de sports nautiques à prix d'usine | Sport4All
"
meta.title.menu.3,,"Cycling Gear & Accessories at Factory Prices | Sport4All
","Équipement et accessoires de cyclisme à prix d'usine | Sport4All
"
meta.title.menu.4,,"Golf Equipment & Accessories at Factory Prices | Sport4All
","Équipement et accessoires de golf à prix d'usine | Sport4All
"
meta.title.menu.5,,"Entertainment & Leisure Products at Factory Prices | Sport4All
","Articles de loisirs et de divertissement à prix d'usine | Sport4All
"
meta.title.menu.6,,"Camping & Hiking Gear at Factory Prices | Sport4All
","Équipement de camping et de randonnée à prix d'usine | Sport4All
"
,,,#VALUE!
meta.des.menu.1,,Affordable fitness equipment and training accessories sourced directly from manufacturers. Train at home or at the gym with reliable gear at factory prices.,"Équipements de fitness et accessoires d'entraînement abordables, directement des fabricants. Entraînez-vous à domicile ou en salle avec du matériel fiable à prix d'usine."
meta.des.menu.2,,"Discover affordable water sports equipment for sea, lake, and river activities. Durable and reliable gear sourced directly from manufacturers.","Découvrez des équipements de sports nautiques à prix abordables pour la mer, les lacs et les rivières. Du matériel durable et fiable, directement des fabricants."
meta.des.menu.3,,"Shop affordable cycling equipment and accessories designed for comfort, safety, and performance. Factory-direct prices for every ride.","Découvrez notre gamme d'équipements et d'accessoires de cyclisme à prix abordables, conçus pour le confort, la sécurité et la performance. Prix direct usine pour chaque sortie."
meta.des.menu.4,,Explore affordable golf gear and accessories for practice and play. Reliable equipment sourced directly from manufacturers at factory prices.,"Découvrez des équipements et accessoires de golf abordables pour l'entraînement et la compétition. Du matériel fiable, directement issu des fabricants et proposé à prix d'usine."
meta.des.menu.5,,"Find fun and affordable entertainment products for indoor and outdoor leisure. Practical, durable items sourced directly from manufacturers.","Découvrez des articles de loisirs amusants et abordables pour l'intérieur et l'extérieur. Des produits pratiques et résistants, directement issus des fabricants."
meta.des.menu.6,,Discover affordable camping and hiking equipment built for comfort and durability. Outdoor gear sourced directly from manufacturers at factory prices.,"Découvrez du matériel de camping et de randonnée abordable, conçu pour le confort et la durabilité. Équipement de plein air provenant directement des fabricants à prix d'usine."
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,Footer,,#VALUE!
,,,#VALUE!
footer.link.home,Lien footer Accueil,Home,Accueil
footer.link.sitemap,Lien footer Plan du site,Site map,Plan du site
footer.link.conditions,Lien footer Conditions,Terms of Use,Conditions d'utilisation
footer.link.mentions,Lien footer Mentions légales,Legal notice,Avis juridique
footer.link.policy,Lien footer Politique,Privacy Policy,politique de confidentialité
footer.link.aboutus,Lien footer about us,About us,À propos de nous
,,,#VALUE!
,,,#VALUE!
legal.conditions.title,Titre page Conditions d'utilisation,Terms of Use - AliExpress Affiliate Program,Conditions d'utilisation - Programme d'affiliation AliExpress
legal.mentions.title,Titre page Mentions légales,Legal Notice - AliExpress Affiliate Program,Mentions légales - Programme d'affiliation AliExpress
legal.policy.title,Titre page Politique de confidentialité,Privacy Policy - AliExpress Affiliate Program,Politique de confidentialité - Programme d'affiliation AliExpress
legal.aboutus.title,Titre page about us,About us – SPORT4ALL,À propos  – SPORT4ALL
,,,#VALUE!
legal.conditions.meta.description,Description SEO Conditions,AliExpress Affiliate Site Terms of Use,Conditions d'utilisation du site affilié AliExpress
legal.mentions.meta.description,Description SEO Mentions légales,Legal notices for the AliExpress affiliate website,Mentions légales du site affilié AliExpress
legal.policy.meta.description,Description SEO Politique,AliExpress Affiliate Site Privacy Policy,Politique de confidentialité du site affilié AliExpress
legal.aboutus.meta.description,Description SEO About us,"Learn more about Sport4All, a platform promoting sports, fitness, outdoor, and leisure equipment sourced directly from manufacturers through trusted partners, offering factory-level prices for everyone.","Découvrez Sport4All, une plateforme qui promeut les équipements de sport, de fitness, de plein air et de loisirs provenant directement des fabricants via des partenaires de confiance, offrant des prix d'usine pour tous."
,,,#VALUE!
legal.conditions.content,,"<h1>Terms of Use - AliExpress Affiliate Program</h1>
<p style=""margin-bottom: 2rem;"">Terms of Use Last updated: 2024</p>
<p style=""margin-bottom: 2rem;"">1. Acceptance of Terms By accessing and using this website, you agree to be bound by these terms of use. If you do not agree to these terms, please do not use this site.</p>
<p style=""margin-bottom: 2rem;"">2. Description of Service This site is an affiliate site that provides links to products available on AliExpress. We do not sell the products directly, but earn a commission on sales made through our affiliate links.</p>
<p style=""margin-bottom: 2rem;"">3. Affiliate Links All links to AliExpress are affiliate links. By clicking on these links and making a purchase, we may receive a commission at no additional cost to you.</p>
<p style=""margin-bottom: 2rem;"">4. Liability We are not responsible for the quality, availability, or delivery of products sold on AliExpress. All disputes concerning products must be resolved directly with AliExpress or the seller.</p>
<p style=""margin-bottom: 2rem;"">5. Intellectual Property The content of this site, including text, images, and logos, is protected by intellectual property laws. Any unauthorized reproduction is prohibited.</p>
<p style=""margin-bottom: 2rem;"">6. Modifications We reserve the right to modify these terms of use at any time. Modifications will take effect immediately upon their posting on the website.</p>
<p style=""margin-bottom: 2rem;"">7. Contact For any questions regarding these terms of use, you can contact us at: contact@evanstudio.com</p>
","

<p style=""margin-bottom: 2rem;"">Conditions d'utilisation Dernière mise à jour : 2024</p>

<p style=""margin-bottom: 2rem;"">1. Acceptation des conditions En accédant à ce site Web et en l'utilisant, vous acceptez d'être lié par les présentes conditions d'utilisation. Si vous n'acceptez pas ces conditions, veuillez ne pas utiliser ce site.</p>

<p style=""margin-bottom: 2rem;"">2. Description du service Ce site est un site d'affiliation qui fournit des liens vers des produits disponibles sur AliExpress. Nous ne vendons pas les produits directement, mais nous percevons une commission sur les ventes réalisées via nos liens d'affiliation.</p>

<p style=""margin-bottom: 2rem;"">3. Liens d'affiliation Tous les liens vers AliExpress sont des liens d'affiliation. En cliquant sur ces liens et en effectuant un achat, nous pouvons recevoir une commission sans frais supplémentaires pour vous.</p>

<p style=""margin-bottom: 2rem;"">4. Responsabilité Nous ne sommes pas responsables de la qualité, de la disponibilité ni de la livraison des produits vendus sur AliExpress. Tout litige concernant un produit doit être résolu directement avec AliExpress ou le vendeur.

5. Propriété intellectuelle Le contenu de ce site, y compris les textes, les images et les logos, est protégé par les lois sur la propriété intellectuelle. Toute reproduction non autorisée est interdite.

6. Modifications Nous nous réservons le droit de modifier les présentes conditions d'utilisation à tout moment. Les modifications entreront en vigueur dès leur publication sur le site web.

7. Contact Pour toute question concernant les présentes conditions d'utilisation, vous pouvez nous contacter à l'adresse suivante : contact@evanstudio.com"
,,,#VALUE!
legal.mentions.content,,"<h1>Legal Notice - AliExpress Affiliate Program</h1>
<p>Last updated: 2024</p>
<h2>1. Website Publisher</h2>
<ul>
    <li>Company name: EVAN STUDIO CO.LTD</li>
    <li>Email: contact@evanstudio.net</li>
</ul>
<h2>2. Publication Director</h2>
<p>EVAN STUDIO CO.LTD (Director and Owner)</p>
<h2>3. Hosting</h2>
<ul>
    <li>Host: Cloudflare</li>
    <li>Address: 101 Townsend St, San Francisco, CA 94107, USA</li>
</ul>
<h2>4. Intellectual Property</h2>
<p>This entire website is governed by French and international legislation on copyright and intellectual property. All rights of reproduction are reserved, including for downloadable documents and iconographic and photographic representations. Reproduction of all or part of this website on any electronic medium whatsoever is strictly prohibited without the express authorization of the publication director.</p>
<h2>5. Protection of Personal Data</h2>
<p>In accordance with the French Data Protection Act of 6 January 1978, as amended, and the General Data Protection Regulation (GDPR), you have the right to access, rectify, erase, and object to the processing of your personal data. To exercise this right, you can contact us at: contact@alxgroup.com</p>
<h2>6. External Links</h2>
<p>This site contains links to external websites. We are not responsible for the content of these external websites or their privacy policies.</p>
<h2>7. Cookies</h2>
<p>This site may use cookies to improve the user experience. For more information, please see our <a href=""https://policies.google.com/privacy?hl=en-US"">Privacy Policy</a>.</p>
<h2>8. Contact</h2>
<p>For any questions regarding these legal notices, you can contact us at: contact@evanstudio.com</p>
","

<p>Dernière mise à jour : 2024</p>

<h2>1. Éditeur du site web</h2>

<ul>

<li>Nom de l'entreprise : EVAN STUDIO CO.LTD</li>

<li>Courriel : contact@evanstudio.net</li>

</ul>
<h2>2. Directeur de la publication</h2>

<p>EVAN STUDIO CO.LTD (Directeur et propriétaire)</p>

<h2>3. Hébergement</h2>

<ul>
<li>Hébergeur : Cloudflare</li>

<li>Adresse : 101 Townsend St, San Francisco, CA 94107, États-Unis</li>

</ul>
<h2>4. Propriété intellectuelle</h2>

<p>L'intégralité de ce site web est protégée par la législation française et internationale sur le droit d'auteur et la propriété intellectuelle. Tous droits de reproduction réservés, y compris pour les documents téléchargeables et les représentations iconographiques et photographiques. La reproduction de tout ou partie de ce site web sur quelque support électronique que ce soit est strictement interdite sans l'autorisation expresse du directeur de la publication.

5. Protection des données personnelles

Conformément à la loi Informatique et Libertés du 6 janvier 1978 modifiée et au Règlement général sur la protection des données (RGPD), vous disposez d'un droit d'accès, de rectification, d'effacement et d'opposition au traitement de vos données personnelles. Pour exercer ce droit, vous pouvez nous contacter à l'adresse : contact@alxgroup.com

6. Liens externes

Ce site contient des liens vers des sites web externes. Nous ne sommes pas responsables du contenu de ces sites ni de leurs politiques de confidentialité.

7. Cookies

Ce site peut utiliser des cookies pour améliorer votre expérience utilisateur. Pour plus d'informations, veuillez consulter notre <a href=""https://policies.google.com/privacy?hl=en-US"">Politique de confidentialité</a>.</p>

<h2>8. Contact</h2>

<p>Pour toute question concernant ces mentions légales, vous pouvez nous contacter à l'adresse : contact@evanstudio.com</p>

"
,,,#VALUE!
legal.policy.content,,"<h1>Privacy Policy - AliExpress Affiliate Program</h1>
<p>Last updated: 2024</p>
<h2>1. Introduction</h2>
<p>This privacy policy describes how we collect, use, and protect your personal information when you use our website.</p>
<h2>2. Data Collected</h2>
<ul>
    <li>Browsing data: IP address, browser type, pages visited, visit duration</li>
    <li>Cookies: to improve your user experience and analyze traffic</li>
    <li>Contact data: if you contact us via the form or email</li>
</ul>
<h2>3. Use of Data</h2>
<ul>
    <li>Improve the website's functionality</li>
    <li>Analyze website traffic and usage</li>
    <li>Contact you in response to your inquiries</li>
    <li>Comply with our legal obligations</li>
</ul>
<h2>4. Cookies</h2>
<ul>
    <li>Remember your preferences</li>
    <li>Analyze website traffic</li>
    <li>Improve the user experience</li>
</ul>
<p>You can disable cookies in your browser settings, but this may affect some website functionality.</p>
<h2>5. Data Sharing</h2>
<p>We do not sell, rent, or share your personal data with third parties, except:</p>
<ul>
    <li>When required by law</li>
    <li>With your explicit consent</li>
    <li>With our service providers (hosting, analytics) under a confidentiality agreement</li>
</ul>
<h2>6. Data Security</h2>
<p>We implement appropriate security measures to protect your personal data against unauthorized access, modification, disclosure, or destruction.</p>
<h2>7. Your Rights (GDPR)</h2>
<ul>
    <li>Right of access: you can request a copy of your personal data</li>
    <li>Right to rectification: you can correct your inaccurate data</li>
    <li>Right to erasure: you can request the deletion of your data</li>
    <li>Right to object: You can object to the processing of your personal data under certain circumstances.</li>
</ul>
","

<p>Dernière mise à jour : 2024</p>

<h2>1. Introduction</h2>

<p>Cette politique de confidentialité décrit comment nous collectons, utilisons et protégeons vos informations personnelles lorsque vous utilisez notre site web.</p>

<h2>2. Données collectées</h2>

<ul>

<li>Données de navigation : adresse IP, type de navigateur, pages visitées, durée de la visite</li>

<li>Cookies : pour améliorer votre expérience utilisateur et analyser le trafic</li>

<li>Données de contact : si vous nous contactez via le formulaire ou par e-mail</li>

</ul>
<h2>3. Utilisation des données</h2>

<ul>

<li>Améliorer les fonctionnalités du site web</li>

<li>Analyser le trafic et l'utilisation du site web</li>

<li>Vous contacter en réponse à vos demandes</li>

<li>Respecter nos obligations légales</li>

</ul>
<h2>4. Cookies</h2>

<ul>
<li>Mémoriser vos préférences</li>

<li>Analyser le trafic du site web</li>

<li>Améliorer l'expérience utilisateur</li>

</ul>
<p>Vous pouvez désactiver les cookies dans les paramètres de votre navigateur, mais cela peut affecter certaines fonctionnalités du site web.</p>

<h2>5. Partage des données</h2>

<p>Nous ne vendons, ne louons ni ne partageons vos données personnelles avec des tiers, sauf :</p>

<ul>
<li>Lorsque la loi l’exige</li>

<li>Avec votre consentement explicite</li>

<li>Avec nos prestataires de services (hébergement, analyse) dans le cadre d’un accord de confidentialité</li>

</ul>
<h2>6. Sécurité des données</h2>

<p>Nous mettons en œuvre des mesures de sécurité appropriées pour protéger vos données personnelles contre tout accès, modification, divulgation ou destruction non autorisés.</p>

<h2>7. Vos droits (RGPD)</h2>

<ul>
<li>Droit d’accès : vous pouvez demander une copie de vos données personnelles.</li>

<li>Droit de rectification : vous pouvez corriger vos données inexactes.</li>

<li>Droit à l’effacement : vous pouvez demander la suppression de vos données.</li>

<li>Droit d’opposition : vous pouvez vous opposer au traitement de vos données personnelles dans certaines circonstances.</li>

</ul>"
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
legal.aboutus.content,,"<h1>About Sport4All</h1>

<p>
Sport4All was created with a simple goal: <strong>make sports, fitness, and outdoor equipment accessible to everyone at fair prices</strong>.
</p>

<p>
We work with multiple brands and manufacturers sourced directly from Chinese factories, mainly through trusted platforms such as <strong>AliExpress</strong>. By sourcing close to production, we are able to offer <strong>factory-level prices</strong> while maintaining a wide selection of products for sports, fitness, and outdoor activities.
</p>

<h2>What We Offer</h2>

<p>
Our catalog covers a broad range of disciplines, including:
</p>

<p>
• Sports training and fitness equipment<br>
• Outdoor and adventure gear<br>
• Fishing equipment and accessories<br>
• Water sports gear for leisure and performance<br>
• Snow sports equipment for winter activities
</p>

<h2>Our Approach</h2>

<p>
Instead of focusing on expensive marketing or intermediaries, Sport4All prioritizes <strong>value, variety, and affordability</strong>. This approach allows us to provide competitive pricing without compromising on functionality or usability.
</p>

<p>
We carefully select products based on demand, practicality, and customer feedback, and we continuously update our offerings to match current trends and needs.
</p>

<h2>Our Philosophy</h2>

<p>
Sport4All is for beginners, enthusiasts, and active people who want <strong>reliable gear at the right price</strong>, without paying for unnecessary markups.
</p>

<p>
<strong>Train more. Explore more. Pay less.</strong><br>
That’s the Sport4All philosophy.
</p>
","

<p>
Sport4All a été créé avec un objectif simple : <strong>rendre les équipements de sport, de fitness et de plein air accessibles à tous à des prix justes</strong>.

</p>

<p>
Nous collaborons avec de nombreuses marques et fabricants qui s’approvisionnent directement auprès d’usines chinoises, principalement via des plateformes de confiance telles qu’<strong>AliExpress</strong>. En nous approvisionnant au plus près de la production, nous sommes en mesure de proposer des <strong>prix d’usine</strong> tout en conservant une large sélection de produits pour le sport, le fitness et les activités de plein air.

</p>

<h2>Ce que nous proposons</h2>

<p>
Notre catalogue couvre un large éventail de disciplines, notamment :

</p>

<p>
• Équipement d’entraînement sportif et de fitness<br>

• Équipement de plein air et d’aventure<br>

• Matériel et accessoires de pêche<br>

• Équipement de sports nautiques pour les loisirs et la compétition<br>

• Équipement de sports d’hiver

</p>

<h2>Notre approche</h2>

<p> Plutôt que de miser sur un marketing coûteux ou des intermédiaires, Sport4All privilégie <strong>la valeur, la variété et l’accessibilité</strong>. Cette approche nous permet de proposer des prix compétitifs sans compromettre la fonctionnalité ni la facilité d’utilisation.

</p>

<p> Nous sélectionnons avec soin nos produits en fonction de la demande, de leur praticité et des avis de nos clients, et nous mettons régulièrement à jour notre offre pour répondre aux tendances et aux besoins actuels. </p>

<h2>Notre philosophie</h2>

<p>
Sport4All s'adresse aux débutants, aux passionnés et aux personnes actives qui recherchent du matériel fiable au juste prix, sans surcoût inutile.

</p>

<p>
<strong>Entraînez-vous plus. Explorez plus. Payez moins.</strong><br>
Telle est la philosophie de Sport4All.

</p>"
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
footer.copyright,Texte copyright footer,© 2024 AliExpress Affiliate. All rights reserved.,© 2024 Partenaire AliExpress. Tous droits réservés.
footer.contact,Texte contact footer,Contact us:,Contactez-nous:
site.domain,Domaine du site (URL de base),https://esport4all.com,https://esport4all.com
site.contact.email,Adresse email de contact,contact@evanstudio.net,contact@evanstudio.net
,,,#VALUE!
,,,#VALUE!
,,</head>,</head>
,,<body>,<corps>
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,Index,,#VALUE!
,,,#VALUE!
site.meta.title,Titre SEO du site (page d'accueil),"Sport4All | Sports, Outdoor & Fitness Equipment at Factory Prices","Sport4All | Équipements de sport, de plein air et de fitness à prix d'usine"
site.meta.description,Description SEO du site (page d'accueil),"Sport4All offers high-quality sports, outdoor, and fitness equipment at direct factory prices. Gear up for training, adventure, and active living for less.","Sport4All propose des équipements de sport, de plein air et de fitness de haute qualité à prix direct usine. Équipez-vous pour l'entraînement, l'aventure et un mode de vie actif à moindre coût."
homepage.hero.title,Titre principal de la page d'accueil (hero),Discover the Best Products of SPORT4ALL,Découvrez les meilleurs produits SPORT4ALL
homepage.hero.subtitle,Sous-titre de la page d'accueil (hero),Exclusive offers and competitive prices for all your needs,Des offres exclusives et des prix compétitifs pour tous vos besoins
homepage.hero.button,Texte du bouton hero,View Products,Voir les produits
homepage.hero.button.url,URL du lien du bouton hero,https://www.aliexpress.com/store/1105107302?spm=a2g0o.detail.0.0.7c37YBN1YBN1zN,https://www.aliexpress.com/store/1105107302?spm=a2g0o.detail.0.0.7c37YBN1YBN1zN
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,presentation,,#VALUE!
,,,#VALUE!
homepage.presentation.title,Titre de la section présentation marque,About SPORT4ALL,À propos de SPORT4ALL
homepage.presentation.content,Contenu de la section présentation marque,"SPORT4ALL is your destination for affordable sports, fitness, and outdoor equipment at factory prices. We promote a wide range of brands sourced directly from Chinese manufacturers through trusted platforms such as AliExpress. By working close to production, we reduce intermediaries and pass the savings on to our customers. Our selection includes gear for fitness training, outdoor adventures, fishing, water sports, and snow sports. Whether you are a beginner or an active enthusiast, Sport4All helps you stay equipped, active, and ready for every challenge—without overpaying.","SPORT4ALL est votre destination pour des équipements de sport, de fitness et de plein air à prix d'usine. Nous proposons un large choix de marques, directement issues de fabricants chinois et disponibles sur des plateformes de confiance comme AliExpress. En travaillant au plus près de la production, nous réduisons les intermédiaires et vous faisons profiter des économies réalisées. Notre sélection comprend des équipements pour le fitness, les aventures en plein air, la pêche, les sports nautiques et les sports d'hiver. Que vous soyez débutant ou sportif confirmé, Sport4All vous aide à rester équipé, actif et prêt à relever tous les défis, sans vous ruiner."
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
homepage.advantages.title,Titre de la section avantages,</section>,</section>
homepage.advantages.factory_price.title,Titre avantage: Prix Direct Usine,Factory Direct Price,Prix ​​direct usine
homepage.advantages.factory_price.description,Description avantage: Prix Direct Usine,Benefit from factory-direct pricing without intermediaries.,"Bénéficiez de prix directs d'usine, sans intermédiaires."
homepage.advantages.worldwide_shipping.title,Titre avantage: Livraison Mondiale,Worldwide Delivery,Livraison internationale
homepage.advantages.worldwide_shipping.description,Description avantage: Livraison Mondiale,Worldwide delivery for all your needs,Livraison dans le monde entier pour tous vos besoins
homepage.advantages.customer_service.title,Titre avantage: Service Après-Vente Réactif,Responsive After-Sales Service,Service après-vente réactif
homepage.advantages.customer_service.description,Description avantage: Service Après-Vente Réactif,A responsive and available after-sales service to assist you,Un service après-vente réactif et disponible pour vous assister
homepage.advantages.secure_payment.title,Titre avantage: Paiement Sécurisé,Secure Payment,Paiement sécurisé
homepage.advantages.secure_payment.description,Description avantage: Paiement Sécurisé,Secure payment by credit card with maximum protection,Paiement sécurisé par carte bancaire avec protection maximale
homepage.faq.title,Titre de la section FAQ,Frequently Asked Questions,Foire aux questions
homepage.categories.title,Titre de la section catégories,Our Categories,Nos catégories
homepage.testimonials.title,Titre de la section témoignages,Customer Reviews,Avis clients
homepage.stats.title,Titre de la section statistiques,Our Key Figures,Nos chiffres clés
homepage.stats.products.number,Nombre de produits,1620+,1620+
homepage.stats.products.label,Label produits,Products Available,Produits disponibles
homepage.stats.countries.number,Nombre de pays,120+,120+
homepage.stats.countries.label,Label pays,Country of Delivery,Pays de livraison
homepage.stats.satisfaction.number,Taux de satisfaction,98%,98%
homepage.stats.satisfaction.label,Label satisfaction,Customer Satisfaction,Satisfaction client
homepage.stats.support.number,Support client,24/7,24h/24 et 7j/7
homepage.stats.support.label,Label support,Customer Service,Service client
homepage.testimonials.1.name,Nom du témoignage 1,Mathieu C.,Mathieu C.
homepage.testimonials.1.text,Texte du témoignage 1,"Excellent service! I ordered fitness equipment and I am very satisfied. The quality is excellent, the delivery was fast, and the packaging was neat. The equipment performs exactly as described and is sturdy, comfortable, and easy to use. It has greatly improved my workouts. I highly recommend it without hesitation.","Service excellent ! J'ai commandé du matériel de fitness et j'en suis très satisfait. La qualité est excellente, la livraison a été rapide et l'emballage soigné. Le matériel fonctionne parfaitement, est robuste, confortable et facile à utiliser. Il a considérablement amélioré mes entraînements. Je le recommande vivement."
homepage.testimonials.2.name,Nom du témoignage 2,Elodie A.,Élodie A.
homepage.testimonials.2.text,Texte du témoignage 2,"Excellent value for money. I bought a complete electric bike and everything matched the description. The bike is powerful, comfortable, and well built, with a smooth ride and good range. Delivery was on time, the packaging was secure, and the product exceeded my expectations.","Excellent rapport qualité-prix. J'ai acheté un vélo électrique complet et tout était conforme à la description. Le vélo est puissant, confortable et de bonne facture, offrant une conduite fluide et une bonne autonomie. La livraison a été effectuée dans les délais, l'emballage était soigné et le produit a dépassé mes attentes."
homepage.testimonials.3.name,Nom du témoignage 3,Claude P.,Claude P.
homepage.testimonials.3.text,Texte du témoignage 3,"Perfect! I ordered a stand-up paddle and I’m very satisfied. The product is high quality, the price is competitive, and the delivery went smoothly. The paddle is stable, well designed, and easy to use, making it great for both beginners and experienced riders. I will definitely be back!","Parfait ! J'ai commandé une planche de stand-up paddle et j'en suis ravi. Le produit est de grande qualité, le prix est compétitif et la livraison s'est déroulée sans problème. La planche est stable, bien conçue et facile à utiliser, ce qui la rend idéale aussi bien pour les débutants que pour les pratiquants confirmés. Je repasserai commande sans hésiter !"
homepage.testimonials.4.name,Nom du témoignage 4,Laura Q.,Laura Q.
homepage.testimonials.4.text,Texte du témoignage 4,Responsive customer service and quality products. I had a quick question before ordering and received a prompt and helpful reply. The golf equipment perfectly matches the photos and descriptions. The build quality is excellent and the products perform exactly as expected on the course. Very satisfied with my purchase!,Service client réactif et produits de qualité. J'avais une question rapide avant de commander et j'ai reçu une réponse rapide et utile. Le matériel de golf correspond parfaitement aux photos et aux descriptions. La qualité de fabrication est excellente et les produits fonctionnent exactement comme prévu sur le parcours. Je suis très satisfait de mon achat !
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,,,#VALUE!
,FAQ,,#VALUE!
homepage.faq.1.question,Question FAQ 1,What are the delivery times?,Quels sont les délais de livraison ?
